playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2541315","null","Nate Palmer","LB","TEN","LB","TEN","-94.3428","22.1389","null","null","1021","156","null","null","0.3571","null","null","null","27.926","14.2","null","null",
"2539943","null","D.J. Swearinger","DB","ARI","DB","ARI","-94.3457","30.023","null","null","1022","189","null","null","0.7123","170","852","0","45.0564","9.4","null","null",
"2495826","null","Vernon Davis","TE","WAS","TE","WAS","-94.3637","18.7948","null","235.5","1023","62","null","null","1.1592","160.325","862.675","0.3933","29.1337","8.4025","6.0071","null",
"2495218","null","Brooks Reed","LB","ATL","LB","ATL","-94.5144","21.9673","null","null","1024","157","null","null","0.4287","null","null","null","32.0294","11.95","null","null",
"237680","null","Greg Toler","DB","WAS","DB","WAS","-94.7973","29.5715","null","null","1025","190","null","null","1.0062","170","855","0","43.1458","10.95","null","null",
"2540140","null","Barkevious Mingo","LB","NE","LB","NE","-94.8853","21.5963","null","null","1026","158","null","null","0.1704","170","856","0","26.5149","11.5","null","null",
"2532964","null","Courtney Upshaw","LB","ATL","LB","ATL","-95.0008","21.4808","null","null","1027","159","null","null","0.4492","null","null","0","28.1368","12.35","null","null",
"2539220","null","Sio Moore","LB","IND","LB","IND","-95.1107","21.371","null","null","1028","160","null","null","0.6999","null","null","1","27.7647","12.6","5.9882","null",
"2555209","null","Chris Moore","WR","BAL","WR","BAL","-95.12","27.1464","null","null","1029","123","null","null","0.9204","160.49","868.51","0.3333","43.6703","9.63","6.752","null",
"2553525","null","Jacoby Glenn","DB","CHI","DB","CHI","-95.3188","29.05","null","null","1030","191","null","null","1.2608","null","null","null","29.05","29.05","null","null",
"2507486","null","Kellen Davis","TE","NYJ","TE","NYJ","-95.3872","17.7713","null","null","1031","63","null","null","0.532","160.49","870.51","0","28.9588","3.75","6.6","null",
"100003","null","Bills","DST","BUF","DST","BUF","-95.4995","98.5369","null","196","1032","23","null","null","2.5878","148.155","883.845","1.275","106.1922","75.7","5.8534","11",
"2507183","null","James Jones","WR","FA","WR","FA","-95.5944","26.672","null","225.5","1033","124","null","null","1.3802","137.33","895.67","1.2233","46.0046","0","7.9558","null",
"2541096","null","Ifeanyi Momah","TE","FA","TE","FA","-95.6585","17.5","null","null","1034","64","null","null","0.6021","150.99","883.01","3.645","17.5","17.5","null","null",
"2539319","null","Alex Okafor","LB","ARI","LB","ARI","-95.7895","20.6922","null","null","1035","161","null","null","0.341","null","null","null","21.2332","19.95","null","null",
"2533016","null","Najee Goode","LB","FA","LB","FA","-95.8316","20.65","null","null","1036","162","null","null","0.9423","null","null","null","20.65","20.65","null","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","-96.1798","16.9786","null","null","1037","65","null","null","0.5864","160.435","876.565","1.8767","27.373","4.3073","5.2133","null",
"2543811","null","Pierre Desir","DB","FA","DB","FA","-96.2882","28.0805","null","null","1038","192","null","null","1.1364","null","null","null","39.1466","12.9","null","null",
"2540211","null","Gavin Escobar","TE","DAL","TE","DAL","-96.3414","16.8171","null","null","1039","66","null","null","1.4118","160.415","878.585","0.3333","27.7129","7.8197","5.9261","null",
"2555326","null","Joshua Perry","LB","SD","LB","SD","-96.4294","20.0523","null","null","1040","163","null","null","0.6966","null","null","0","23.0008","14","null","null",
"2539964","null","Marquise Goodwin","WR","BUF","WR","BUF","-96.4863","25.7801","null","284","1041","125","null","null","1.0637","160.485","880.515","0.3333","38.9271","14.4","8.0353","null",
"2552391","null","Jaquiski Tartt","DB","SF","DB","SF","-96.8709","27.4979","null","null","1042","193","null","null","1.1136","170","872","0.5","34.8588","17.4","6.8745","null",
"2555230","null","Kenyan Drake","RB","MIA","RB","MIA","-97.0238","34.1149","null","211.9","1043","86","null","null","0.2402","160.42","882.58","1","46.6496","20.46","7.2294","null",
"2539289","null","Kenjon Barner","RB","PHI","RB","PHI","-97.1052","34.0335","null","200.7","1044","87","null","null","2.5638","171.5033","872.4967","0.6667","52.1281","4.82","5.9775","null",
"2507399","null","David Hawthorne","LB","FA","LB","FA","-97.1185","19.3631","null","null","1045","164","null","null","0.0783","null","null","null","23.4374","11","null","null",
"2506268","null","Lorenzo Alexander","LB","BUF","LB","BUF","-97.1335","19.3481","null","null","1046","165","null","null","0.2602","null","null","1","26.6791","4.3","null","null",
"2532835","null","Rhett Ellison","TE","MIN","TE","MIN","-97.191","15.9675","null","null","1047","67","null","null","1.353","160.49","886.51","0.75","29.0691","1.1109","4.9324","null",
"2495276","null","Akeem Dent","LB","HOU","LB","HOU","-97.26","19.2216","null","null","1048","166","null","null","0.6914","null","null","null","24.6317","11.8","null","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","-97.4228","33.716","null","null","1049","88","null","null","5.3703","160.445","888.555","1.0833","46.3671","17.3368","5.314","null",
"2543590","null","Cody Latimer","WR","DEN","WR","DEN","-97.463","24.8035","null","263.8","1050","126","null","null","0.3785","160.475","889.525","0.6667","36.0396","9.04","4.8392","null",
"2553657","null","Neville Hewitt","LB","MIA","LB","MIA","-97.5273","18.9543","null","null","1051","167","null","null","0.8763","null","null","null","23.9873","12.05","null","null",
"2543750","null","Jeff Janis","WR","GB","WR","GB","-97.6371","24.6293","null","216.7","1052","127","null","null","0.4489","160.355","891.645","0.7833","46.0967","6.9773","5.4417","null",
"100005","null","Bears","DST","CHI","DST","CHI","-97.8255","96.2109","null","262.3","1053","24","null","null","0.7241","167.92","885.08","1.1333","106.8523","85.35","5.7235","12",
"494277","null","Kendrick Lewis","DB","BAL","DB","BAL","-97.9783","26.3904","null","null","1054","194","null","null","0.0541","null","null","null","33.6366","16.45","null","null",
"2541431","null","Kemal Ishmael","DB","ATL","DB","ATL","-97.9906","26.3781","null","null","1055","195","null","null","0.4811","null","null","null","37.2966","11.4","null","null",
"2543774","null","Jared Abbrederis","WR","GB","WR","GB","-98.0458","24.2207","null","263.6","1056","128","null","null","0.3039","168.9767","887.0233","0.6667","37.012","6.7025","6.8342","null",
"2552255","null","Eric Rowe","DB","PHI","DB","PHI","-98.0741","26.2946","null","null","1057","196","null","null","1.4787","170","887","0","34.8196","14.6","null","null",
"71417","null","Jordan Norwood","WR","DEN","WR","DEN","-98.1263","24.1402","null","null","1058","129","null","null","0.537","160.465","897.535","0.93","41.3616","9.0881","7.6598","null",
"2552580","null","A.J. Derby","TE","NE","TE","NE","-98.3153","14.8432","null","null","1059","68","null","null","0.7655","150.97","908.03","0.5","22.3431","0","8.9523","null",
"2507463","null","Connor Barth","K","NO","K","NO","-98.3345","58.6943","null","null","1060","34","null","null","20.8319","149.6275","910.3725","0.5","101.7539","0","8.3447","4",
"100012","null","Titans","DST","TEN","DST","TEN","-98.3492","95.6872","null","210.7","1061","25","null","null","0.7597","160.27","900.73","0.3833","110.1172","64.8","7.2067","6",
"2550167","null","Corey Nelson","LB","DEN","LB","DEN","-98.3756","18.106","null","null","1062","168","null","null","0.206","170","892","0","20.5159","14.8","null","null",
"2539934","null","Tourek Williams","LB","SD","LB","SD","-98.4316","18.05","null","null","1063","169","null","null","0.3767","null","null","null","18.05","18.05","null","null",
"318","null","Jerome Simpson","WR","FA","WR","FA","-98.573","23.6934","null","null","1064","130","null","null","0.1805","150.98","913.02","0","40.867","0","6.2493","null",
"2535514","null","Steven Johnson","LB","FA","LB","FA","-98.7316","17.75","null","null","1065","170","null","null","0.2627","null","null","null","17.75","17.75","null","null",
"100022","null","Saints","DST","NO","DST","NO","-98.75","95.2864","null","231.5","1066","26","null","null","0.9467","160.22","905.78","0.3433","114.1922","72","6.4295","9",
"2543759","null","Ryan Grant","WR","WAS","WR","WAS","-98.7534","23.513","null","317","1067","131","null","null","0.0227","150.98","916.02","0.5","40.3825","5.8346","7.9402","null",
"2533533","null","Rueben Randle","WR","FA","WR","FA","-98.7536","23.5129","null","207.3","1068","132","null","null","0.0981","150.76","917.24","1.2","40.5557","0","7.937","null",
"2552478","null","Blake Bell","TE","SF","TE","SF","-98.7728","14.3856","null","331","1069","69","null","null","0.8391","160.475","908.525","0.3333","22.0568","4.6","5.3658","null",
"2506313","null","Nate Washington","WR","FA","WR","FA","-98.7987","23.4678","null","219.8","1070","133","null","null","0.5769","150.89","919.11","0.585","40.4778","0","7.8798","null",
"2506893","null","Roman Harper","DB","NO","DB","NO","-98.8694","25.4994","null","null","1071","197","null","null","1.3708","170","901","0.5","38.4015","7.8","null","null",
"2550285","null","Brock Coyle","LB","SEA","LB","SEA","-98.8851","17.5966","null","null","1072","171","null","null","0.294","null","null","null","26.1204","0.1","null","null",
"2552657","null","DeAndrew White","WR","FA","WR","FA","-98.9046","23.3618","null","null","1073","134","null","null","1.3724","150.99","922.01","1","33.1993","3.9","6.8423","null",
"80656","null","Paul Kruger","LB","NO","LB","NO","-99.1036","17.3781","null","null","1074","172","null","null","0.6277","170","904","0","29.5458","0","null","null",
"496782","null","Junior Galette","LB","WAS","LB","WAS","-99.2545","17.2271","null","null","1075","173","null","null","1.1039","null","null","1","29.785","0","null","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","-99.3887","13.7697","null","null","1076","70","null","null","0.4597","160.49","915.51","0.5","23.1642","2.4109","7.199","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","-99.4678","94.5686","null","198.7","1077","27","null","null","0.758","156.8825","920.1175","1.0675","100.6837","72.85","6.7317","8",
"2533028","null","James Hanna","TE","DAL","TE","DAL","-99.8352","13.3233","null","null","1078","71","null","null","0.1406","160.49","917.51","0.3333","21.485","3.9431","6.1673","null",
"2550617","null","Taylor Gabriel","WR","FA","WR","FA","-99.8466","22.4199","null","null","1079","135","null","null","0.9742","150.98","928.02","0.5","34.844","3.89","7.4951","null",
"2508112","null","Rob Housler","TE","FA","TE","FA","-99.8616","13.2969","null","null","1080","72","null","null","0.5991","150.99","929.01","null","19.1024","1.94","5.618","null",
"100002","null","Ravens","DST","BAL","DST","BAL","-99.9257","94.1107","null","249.4","1081","28","null","null","2.5849","154.745","926.255","0.685","107.5512","78.05","4.7276","20",
"2550284","null","Trey Burton","TE","PHI","TE","PHI","-100.09","13.0685","null","null","1082","73","null","null","0.8996","160.49","921.51","0.6667","22.3375","0.1","7.7175","null",
"2541539","null","Daren Bates","LB","OAK","LB","OAK","-100.208","16.2736","null","null","1083","174","null","null","0.4872","170","913","0","20.9376","6.7","null","null",
"2540286","null","Demetrius McCray","DB","FA","DB","FA","-100.2362","24.1325","null","null","1084","198","null","null","0.0465","null","null","null","36.0019","7.85","null","null",
"2539946","null","Dwayne Gratz","DB","JAC","DB","JAC","-100.2441","24.1247","null","null","1085","199","null","null","0.226","170","915","0","36.535","7.1","null","null",
"2533340","null","Kelcie McCray","DB","SEA","DB","SEA","-100.3214","24.0474","null","null","1086","200","null","null","0.4087","null","null","null","36.1462","7.45","null","null",
"2556382","null","Scooby Wright","LB","CLE","LB","CLE","-100.5088","15.9728","null","null","1087","175","null","null","0.4056","170","917","0.5","19.4156","11.25","null","null",
"100001","null","Falcons","DST","ATL","DST","ATL","-100.5258","93.5106","null","249.5","1088","29","null","null","5.4634","159.98","928.02","0.52","107.7292","61.7","7.0262","7",
"2552573","null","Jalen Collins","DB","ATL","DB","ATL","-100.6188","23.75","null","null","1089","201","null","null","0.3634","170","919","0","23.75","23.75","null","null",
"2507902","null","Marlon Moore","WR","FA","WR","FA","-100.7076","21.5589","null","null","1090","136","null","null","0.2392","150.98","939.02","0","41.8253","0","10.6728","null",
"2541187","null","Demetrius Harris","TE","KC","TE","KC","-100.8316","12.3269","null","null","1091","74","null","null","0.7632","160.48","930.52","0.3333","20.1014","1.295","5.8127","null",
"2539269","null","Duke Williams","DB","BUF","DB","BUF","-100.8414","23.5274","null","null","1092","202","null","null","0.5293","null","null","null","31.6752","12.35","null","null",
"2540172","null","Corey Lemonier","LB","FA","LB","FA","-100.8816","15.6","null","null","1093","176","null","null","0.1384","null","null","null","15.6","15.6","null","null",
"2540177","null","Marquess Wilson","WR","CHI","WR","CHI","-100.934","21.3325","null","null","1094","137","null","null","0.4853","160.485","933.515","0.3333","34.0737","4.2619","6.1432","null",
"2541792","null","Ray-Ray Armstrong","LB","SF","LB","SF","-100.9472","15.5344","null","null","1095","177","null","null","0.39","170","925","0.5","24.4528","3.3","null","null",
"768","null","Steve Johnson","WR","SD","WR","SD","-100.9597","21.3068","null","null","1096","138","null","null","1.3372","160.46","935.54","0.8333","48.8939","0","8.2273","null",
"2552680","null","Neiron Ball","LB","FA","LB","FA","-101.0928","15.3888","null","null","1097","178","null","null","0.5638","null","null","0","17.0641","11.95","null","null",
"2555530","null","Vonn Bell","DB","NO","DB","NO","-101.123","23.2457","null","null","1098","203","null","null","1.1422","170","928","0.5","26.0491","19.4","null","null",
"2533353","null","Cory Harkey","TE","LA","TE","LA","-101.1476","12.0108","null","null","1099","75","null","null","1.0707","150.99","948.01","1","21.819","0","5.7254","null",
"2552307","null","Bryce Hager","LB","LA","LB","LA","-101.5816","14.9","null","null","1100","179","null","null","0.3456","170","930","0","14.9","14.9","null","null",
"2540146","null","Dee Milliner","DB","FA","DB","FA","-101.6184","22.7503","null","null","1101","204","null","null","1.3394","null","null","0","26.1767","18.05","null","null",
"2541901","null","Justin Tuggle","LB","FA","LB","FA","-101.7316","14.75","null","null","1102","180","null","null","0.5206","null","null","null","14.75","14.75","null","null",
"2553434","null","Devin Smith","WR","NYJ","WR","NYJ","-101.8789","20.3876","null","284.7","1103","139","null","null","0.8401","160.485","942.515","1.8333","25.1099","15.89","5.893","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","-101.9153","29.2234","null","303.5","1104","89","null","null","2.6801","160.47","943.53","0.3333","41.688","12.9","5.1908","null",
"2550405","null","Erik Swoope","TE","IND","TE","IND","-102.0418","11.1166","null","null","1105","76","null","null","0.4888","160.5","944.5","0","20.2691","2.45","4.9469","null",
"2553687","null","Zach Vigil","LB","MIA","LB","MIA","-102.1228","14.3589","null","null","1106","181","null","null","0.3339","170","936","0","16.1414","10.7","null","null",
"2541174","null","Josh McNary","LB","IND","LB","IND","-102.3816","14.1","null","null","1107","182","null","null","0.3","null","null","null","14.1","14.1","null","null",
"2556463","null","Stephen Anderson","TE","HOU","TE","HOU","-102.3949","10.7636","null","null","1108","77","null","null","0.3497","160.49","947.51","0.3333","16.1803","0","9.2005","null",
"2555160","null","Antonio Morrison","LB","IND","LB","IND","-102.5316","13.95","null","null","1109","183","null","null","0.375","null","null","1","13.95","13.95","null","null",
"2556708","null","Cole Wick","TE","DET","TE","DET","-102.6664","10.492","null","null","1110","78","null","null","0.1778","160.495","949.505","0.3333","17.3692","0","5.5377","null",
"2541966","null","Jaron Brown","WR","ARI","WR","ARI","-102.7148","19.5516","null","292.5","1111","140","null","null","0.1554","160.475","950.525","0.38","28.2656","5.5746","6.6282","null",
"222","null","Harry Douglas","WR","TEN","WR","TEN","-102.723","19.5435","null","null","1112","141","null","null","0.3618","160.485","951.515","0.3333","35.6214","5.4576","4.7386","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","-102.8226","10.3358","null","null","1113","79","null","null","0.4544","160.475","952.525","0.9667","16.5249","-0.3","4.771","null",
"2499275","null","Andrew Gachkar","LB","DAL","LB","DAL","-102.8316","13.65","null","null","1114","184","null","null","0.25","null","null","1","13.65","13.65","null","null",
"2553318","null","James OShaughnessy","TE","KC","TE","KC","-102.8658","10.2927","null","null","1115","80","null","null","0.9935","160.495","954.505","0.3333","22.4603","-0.3854","6.5964","null",
"2543724","null","Walt Aikens","DB","MIA","DB","MIA","-102.9121","21.4567","null","null","1116","205","null","null","0.2491","null","null","null","30.7193","8.75","null","null",
"2532880","null","James-Michael Johnson","LB","MIA","LB","MIA","-102.9816","13.5","null","null","1117","185","null","null","0.275","null","null","null","13.5","13.5","null","null",
"2539219","null","Blidi Wreh-Wilson","DB","FA","DB","FA","-103.0036","21.3652","null","null","1118","206","null","null","0.3902","null","null","null","36.9396","0","null","null",
"2535869","null","Rod Streater","WR","SF","WR","SF","-103.0174","19.249","null","null","1119","142","null","null","0.3427","150.99","968.01","0.5","35.6463","-0.3","5.7965","null",
"2535964","null","Josh Bellamy","WR","CHI","WR","CHI","-103.1521","19.1144","null","null","1120","143","null","null","0.5135","150.98","969.02","1","26.7495","3.58","4.902","null",
"2507948","null","Frank Zombo","LB","KC","LB","KC","-103.1816","13.3","null","null","1121","186","null","null","0.15","170","951","0","13.3","13.3","null","null",
"2540153","null","Matt Elam","DB","BAL","DB","BAL","-103.3188","21.05","null","null","1122","207","null","null","0.15","170","952","0","21.05","21.05","null","null",
"2555528","null","Nick Vigil","LB","CIN","LB","CIN","-103.3316","13.15","null","null","1123","187","null","null","0.3646","null","null","0","13.15","13.15","null","null",
"2533029","null","Tank Carder","LB","CLE","LB","CLE","-103.3316","13.15","null","null","1123","187","null","null","0.0305","null","null","1","13.15","13.15","null","null",
"2539294","null","Michael Mauti","LB","NO","LB","NO","-103.3926","13.0891","null","null","1125","189","null","null","0.7551","null","null","null","18.5483","5.6","null","null",
"2543712","null","Terrence Brooks","DB","FA","DB","FA","-103.4688","20.9","null","null","1126","208","null","null","0.5173","null","null","0","20.9","20.9","null","null",
"2541162","null","A.J. Bouye","DB","HOU","DB","HOU","-103.4688","20.9","null","null","1126","208","null","null","0.25","null","null","null","20.9","20.9","null","null",
"2539235","null","Tavarres King","WR","NYG","WR","NYG","-103.5682","18.6983","null","null","1128","144","null","null","0.2916","160.49","967.51","0","31.7297","0","7.7556","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","-103.6709","27.4679","null","309","1129","90","null","null","2.0616","160.44","968.56","0.4767","44.9727","0","5.5665","null",
"2553552","null","Khari Lee","TE","CHI","TE","CHI","-103.6882","9.4703","null","null","1130","81","null","null","0.4567","170","960","0","16.2186","0","5.0848","null",
"2506897","null","Devin Hester","WR","FA","WR","FA","-103.763","18.5034","null","null","1131","145","null","null","0.2941","150.94","980.06","0.585","31.9152","0","6.8205","null",
"497320","null","Andre Roberts","WR","DET","WR","DET","-103.9565","18.3099","null","null","1132","146","null","null","0.2842","150.99","981.01","0","31.1996","0","4.8154","null",
"2550145","null","Maurice Alexander","DB","LA","DB","LA","-103.9688","20.4","null","null","1133","210","null","null","0.2423","null","null","0","20.4","20.4","null","null",
"2495853","null","A.J. Hawk","LB","FA","LB","FA","-103.9999","12.4818","null","null","1134","190","null","null","0.4387","null","null","null","21.5805","0","null","null",
"2499249","null","Chris Prosinski","DB","CHI","DB","CHI","-104.0033","20.3655","null","null","1135","211","null","null","0.7184","null","null","null","31.5299","5.05","null","null",
"2555311","null","Jerell Adams","TE","NYG","TE","NYG","-104.0304","9.1281","null","null","1136","82","null","null","0.2895","160.465","975.535","0.4","16.1259","0.07","4.4967","null",
"2555468","null","Rashard Higgins","WR","CLE","WR","CLE","-104.1576","18.1089","null","null","1137","147","null","null","0.1959","160.47","976.53","0.6667","24.0705","8.7","6.8298","null",
"2550243","null","Justin Perillo","TE","GB","TE","GB","-104.2594","8.899","null","null","1138","83","null","null","0.6386","160.485","977.515","0.5","11.5935","6.37","3.661","null",
"2536032","null","Emmanuel Lamur","LB","MIN","LB","MIN","-104.2955","12.1861","null","null","1139","191","null","null","0.3861","170","969","0","14.3993","9.15","null","null",
"2552429","null","Ty Montgomery","WR","GB","WR","GB","-104.3239","17.9425","null","246","1140","148","null","null","0.138","160.39","979.61","2.79","25.2149","2.8748","5.1633","null",
"2555289","null","Nick Vannett","TE","SEA","TE","SEA","-104.3804","8.7781","null","null","1141","84","null","null","1.0479","160.475","980.525","0.5433","14.9318","1.4188","5.5011","null",
"2540151","null","Justin Hunter","WR","FA","WR","FA","-104.383","17.8834","null","null","1142","149","null","null","0.5","150.97","991.03","0.5","24.5108","8.74","4.8908","null",
"2539240","null","Micah Hyde","DB","GB","DB","GB","-104.4188","19.95","null","null","1143","212","null","null","0.6995","170","973","0.5","19.95","19.95","null","null",
"100007","null","Browns","DST","CLE","DST","CLE","-104.4954","89.541","null","224.7","1144","30","null","null","4.8571","160.38","983.62","2.03","104.1824","74.4","7.2451","5",
"2552421","null","Kenny Bell","WR","FA","WR","FA","-104.5408","17.7257","null","null","1145","150","null","null","0.7327","150.98","994.02","1.5","27.4279","4.34","8.4295","null",
"2553449","null","Reshard Cliett","LB","FA","LB","FA","-104.5816","11.9","null","null","1146","192","null","null","0.225","null","null","null","11.9","11.9","null","null",
"496814","null","Albert McClellan","LB","BAL","LB","BAL","-104.7816","11.7","null","null","1147","193","null","null","0.1","null","null","null","11.7","11.7","null","null",
"2553915","null","Houston Bates","LB","WAS","LB","WAS","-104.8316","11.65","null","null","1148","194","null","null","0.125","null","null","null","11.65","11.65","null","null",
"2553442","null","D.J. Alexander","LB","KC","LB","KC","-104.9316","11.55","null","null","1149","195","null","null","0.1","170","979","0.5","11.55","11.55","null","null",
"2552296","null","Kyle Emanuel","LB","SD","LB","SD","-104.9816","11.5","null","null","1150","196","null","null","0.1103","null","null","0","11.5","11.5","null","null",
"2495503","null","Rahim Moore","DB","CLE","DB","CLE","-105.0245","19.3442","null","null","1151","213","null","null","0.8159","170","981","0","28.5249","6.75","null","null",
"2539280","null","John Simon","LB","HOU","LB","HOU","-105.0816","11.4","null","null","1152","197","null","null","0.2469","170","982","0","11.4","11.4","null","null",
"2532974","null","Kyle Wilber","LB","DAL","LB","DAL","-105.1022","11.3794","null","null","1153","198","null","null","0.716","null","null","null","16.2485","4.7","null","null",
"2539937","null","Shamarko Thomas","DB","PIT","DB","PIT","-105.212","19.1567","null","null","1154","214","null","null","1.3324","170","984","0.5","24.3373","12.05","null","null",
"2535634","null","Chris Givens","WR","FA","WR","FA","-105.2252","17.0412","null","null","1155","151","null","null","0.1148","150.99","1004.01","0.5","28.4564","0","6.5768","null",
"2555471","null","Kenny Lawler","WR","FA","WR","FA","-105.3218","16.9447","null","null","1156","152","null","null","0.2976","150.98","1005.02","1","28.0685","0","6.9083","null",
"2528181","null","Bryan Walters","WR","JAC","WR","JAC","-105.3583","16.9082","null","null","1157","153","null","null","0.6452","150.98","1006.02","0","37.0861","2.057","7.4752","null",
"2543628","null","Troy Niklas","TE","ARI","TE","ARI","-105.4156","7.7428","null","null","1158","85","null","null","0.0425","160.485","997.515","0.3333","9.38","6.37","8.1865","null",
"2535943","null","Sean McGrath","TE","SD","TE","SD","-105.4409","7.7176","null","null","1159","86","null","null","0.1754","160.495","998.505","0","15.2784","0","5.6163","null",
"2552559","null","C.J. Uzomah","TE","CIN","TE","CIN","-105.4755","7.683","null","null","1160","87","null","null","0.3042","160.495","999.505","0.3333","15.1094","0.42","3.9721","null",
"2550474","null","Antonio Andrews","RB","TEN","RB","TEN","-105.52","25.6187","null","239.5","1161","91","null","null","0.8719","160.44","1000.56","0.37","46.5927","2.6","5.5801","null",
"496903","null","Donald Butler","LB","FA","LB","FA","-105.5548","10.9268","null","null","1162","199","null","null","0.6018","null","null","0","15.9762","4","null","null",
"2550608","null","RaShaun Allen","TE","SEA","TE","SEA","-105.7571","7.4014","null","null","1163","88","null","null","0.4287","150.97","1012.03","1","12.7661","0","6.4085","null",
"2552462","null","Gerald Christian","TE","FA","TE","FA","-105.8022","7.3562","null","null","1164","89","null","null","0.8122","150.99","1013.01","0","12.6882","0","6.3833","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","-105.8806","16.3859","null","null","1165","154","null","null","0.8388","150.98","1014.02","0","28.17","2.79","5.3717","null",
"2540230","null","Kyle Juszczyk","RB","BAL","RB","BAL","-105.9449","25.1938","null","null","1166","92","null","null","1.4182","160.485","1005.515","0.3333","31.5146","13.9","6.427","null",
"2553828","null","J.R. Tavai","LB","FA","LB","FA","-106.0816","10.4","null","null","1167","200","null","null","0.725","null","null","null","10.4","10.4","null","null",
"1037885","null","Marc Mariani","WR","FA","WR","FA","-106.1265","16.14","null","null","1168","155","null","null","1.2366","150.98","1017.02","0","25.2624","2.4","5.8941","null",
"2555288","null","Nick Kwiatkoski","LB","CHI","LB","CHI","-106.2316","10.25","null","null","1169","201","null","null","1.191","null","null","0","10.25","10.25","null","null",
"2552265","null","Steven Nelson","DB","KC","DB","KC","-106.4688","17.9","null","null","1170","215","null","null","0.8757","170","1000","0","17.9","17.9","null","null",
"2536071","null","Cooper Helfet","TE","FA","TE","FA","-106.5694","6.589","null","null","1171","90","null","null","0.1578","150.98","1020.02","0","11.3649","0","4.8845","null",
"2541192","null","Chris Banjo","DB","GB","DB","GB","-106.6201","17.7486","null","null","1172","216","null","null","1.6236","170","1002","0","27.8802","3.85","null","null",
"71255","null","Chase Coffman","TE","IND","TE","IND","-106.6593","6.4991","null","null","1173","91","null","null","0.2695","160.49","1012.51","0.835","14.179","0","6.508","null",
"2540257","null","Justice Cunningham","TE","FA","TE","FA","-106.7951","6.3634","null","null","1174","92","null","null","0.2691","150.98","1023.02","1","10.9757","0","5.8286","null",
"2540037","null","Fozzy Whittaker","RB","CAR","RB","CAR","-106.839","24.2997","null","331","1175","93","null","null","1.3628","160.455","1014.545","0.3333","29.2012","17.57","6.5601","null",
"2536342","null","Brandon Bostick","TE","NYJ","TE","NYJ","-107.0626","6.0959","null","null","1176","93","null","null","0.0955","160.495","1015.505","0","10.4961","0","4.3752","null",
"2507182","null","Matt Spaeth","TE","FA","TE","FA","-107.0659","6.0926","null","null","1177","94","null","null","0.2699","150.98","1026.02","1","10.5087","0","4.5744","null",
"2550521","null","Xavier Grimble","TE","PIT","TE","PIT","-107.2501","5.9083","null","null","1178","95","null","null","0.2075","150.98","1027.02","0","12.5338","0","5.8384","null",
"2556686","null","Nelson Spruce","WR","LA","WR","LA","-107.3122","14.9543","null","null","1179","156","null","null","0.1385","150.96","1028.04","0.75","25.6792","0","6.4053","null",
"2495797","null","James Anderson","LB","NO","LB","NO","-107.3816","9.1","null","null","1180","202","null","null","0.116","null","null","0","9.1","9.1","null","null",
"2495331","null","Aldrick Robinson","WR","ATL","WR","ATL","-107.4141","14.8524","null","null","1181","157","null","null","0.7037","160.495","1020.505","0.3333","22.1007","0","4.8009","null",
"2507883","null","Jeff Cumberland","TE","SD","TE","SD","-107.4214","5.7371","null","null","1182","96","null","null","0.0898","160.495","1021.505","0.3333","9.9296","0","4.0553","null",
"2532814","null","Audie Cole","LB","MIN","LB","MIN","-107.4636","9.018","null","null","1183","203","null","null","0.143","null","null","null","12.1657","4.7","null","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","-107.4829","86.5535","null","226.3","1184","31","null","null","3.7394","156.225","1027.775","0.85","99.1927","75.25","5.1065","18",
"2540279","null","Nick Williams","WR","ATL","WR","ATL","-107.4872","14.7792","null","null","1185","158","null","null","1.4744","150.98","1034.02","null","25.0152","-0.1651","5.4283","null",
"2539283","null","Jake Stoneburner","TE","FA","TE","FA","-107.4939","5.6645","null","null","1186","97","null","null","0.045","150.99","1035.01","0","10.109","0","4.4357","null",
"497234","null","Garrett Graham","TE","DEN","TE","DEN","-107.5284","5.63","null","null","1187","98","null","null","0.1202","160.465","1026.535","0.4667","13.5365","0","7.8165","null",
"2553488","null","Jonathan Anderson","LB","CHI","LB","CHI","-107.5316","8.95","null","null","1188","204","null","null","0.175","170","1018","0","8.95","8.95","null","null",
"2506619","null","Daniel Fells","TE","NYG","TE","NYG","-107.5495","5.6089","null","null","1189","99","null","null","0.2932","160.495","1028.505","0.3333","7.1884","0","4.4568","null",
"2539662","null","Lerentee McCray","LB","BUF","LB","BUF","-107.6816","8.8","null","null","1190","205","null","null","0.1042","null","null","null","8.8","8.8","null","null",
"2507644","null","Ramon Humber","LB","BUF","LB","BUF","-107.7316","8.75","null","null","1191","206","null","null","0.1292","170","1021","0","8.75","8.75","null","null",
