Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Devontae Booker,DEN,RB,Hou,W 27-9,0/0,0.0,0.0,0.0,9.1,39.3,0.2,1.3,10.0,0.0,,,,,,,,,,0.0,,,5.4
Darren Sproles,PHI,RB,Min,W 21-10,0/0,0.0,0.0,0.0,5.0,21.0,0.1,2.9,22.2,0.1,,,,,,,,,,0.0,,,5.4
Chris Thompson,WAS,RB,@Det,L 17-20,0/0,0.0,0.0,0.0,3.3,16.0,0.1,3.4,30.2,0.1,,,,,,,,,,0.0,,,5.3
Bilal Powell,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,6.1,23.8,0.1,3.7,26.7,0.1,,,,,,,,,,0.0,,,5.2
DeAndre Washington,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,6.8,27.9,0.3,1.4,10.3,0.1,,,,,,,,,,0.0,,,4.9
Jalen Richard,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,5.2,21.4,0.2,2.2,15.0,0.1,,,,,,,,,,0.0,,,4.7
Don Jackson,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,10.1,37.2,0.2,0.7,5.5,0.0,,,,,,,,,,0.0,,,4.5
Bobby Rainey,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,6.0,24.2,0.2,2.3,16.8,0.1,,,,,,,,,,0.0,,,4.2
Arian Foster,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,4.6,18.5,0.2,1.8,15.5,0.1,,,,,,,,,,0.0,,,3.2
Peyton Barber,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,6.1,26.3,0.2,0.7,5.2,0.0,,,,,,,,,,0.0,,,3.2
Derrick Henry,TEN,RB,Ind,L 26-34,0/0,0.0,0.0,0.0,5.7,25.6,0.2,0.6,5.1,0.0,,,,,,,,,,0.0,,,3.1
Travaris Cadet,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,1.3,5.4,0.0,2.8,22.0,0.1,,,,,,,,,,0.0,,,2.9
Kenneth Dixon,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,4.5,15.7,0.1,1.2,11.8,0.0,,,,,,,,,,0.0,,,2.8
Kyle Juszczyk,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,26.3,0.1,,,,,,,,,,0.0,,,2.7
Charcandrick West,KAN,RB,NO,W 27-21,0/0,0.0,0.0,0.0,4.3,18.8,0.2,0.7,6.1,0.0,,,,,,,,,,0.0,,,2.5
DuJuan Harris,SFO,RB,TB,L 17-34,0/0,0.0,0.0,0.0,3.2,12.1,0.1,0.3,2.9,0.0,,,,,,,,,,0.0,,,1.8
Robert Kelley,WAS,RB,@Det,L 17-20,0/0,0.0,0.0,0.0,3.1,12.6,0.1,0.3,2.3,0.0,,,,,,,,,,0.0,,,1.8
Tim Hightower,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,3.3,13.8,0.1,0.3,2.2,0.0,,,,,,,,,,0.0,,,1.8
Dexter McCluster,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.9,3.6,0.0,2.0,16.2,0.1,,,,,,,,,,0.0,,,1.8
Robert Turbin,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,2.4,9.4,0.1,1.9,16.1,0.1,,,,,,,,,,0.0,,,1.7
Ka'Deem Carey,CHI,RB,@GB,L 10-26,0/0,0.0,0.0,0.0,4.7,18.1,0.1,1.1,9.5,0.0,,,,,,,,,,0.0,,,1.7
Knile Davis,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,5.1,18.5,0.1,0.2,1.8,0.0,,,,,,,,,,0.0,,,1.7
Andre Ellington,ARI,RB,Sea,T 6-6,0/0,0.0,0.0,0.0,3.8,13.7,0.1,1.1,7.3,0.0,,,,,,,,,,0.0,,,1.7
Paul Perkins,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,3.9,16.0,0.1,1.1,8.4,0.0,,,,,,,,,,0.0,,,1.7
Wendell Smallwood,PHI,RB,Min,W 21-10,0/0,0.0,0.0,0.0,3.2,12.4,0.1,0.5,3.3,0.0,,,,,,,,,,0.0,,,1.6
C.J. Spiller,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,1.2,5.3,0.0,1.9,13.7,0.1,,,,,,,,,,0.0,,,1.6
Josh Ferguson,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,1.2,3.9,0.0,2.2,16.7,0.1,,,,,,,,,,0.0,,,1.5
Fitzgerald Toussaint,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,3.5,12.7,0.1,0.5,3.7,0.0,,,,,,,,,,0.0,,,1.5
Damien Williams,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,1.6,6.2,0.0,1.2,10.7,0.0,,,,,,,,,,0.0,,,1.5
Antone Smith,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,2.1,10.6,0.1,0.0,0.0,0.0,,,,,,,,,,0.0,,,1.3
Alfred Blue,HOU,RB,@Den,L 9-27,0/0,0.0,0.0,0.0,4.1,14.6,0.0,0.2,1.4,0.0,,,,,,,,,,0.0,,,1.3
John Kuhn,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,1.1,4.0,0.1,0.6,4.2,0.0,,,,,,,,,,0.0,,,0.7
Jamize Olawale,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,1.4,5.6,0.1,0.5,3.6,0.0,,,,,,,,,,0.0,,,0.6
Aaron Ripkowski,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,1.1,3.6,0.0,0.5,3.6,0.0,,,,,,,,,,0.0,,,0.5
Patrick DiMarco,ATL,RB,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,6.7,0.1,,,,,,,,,,0.0,,,0.5
Reggie Bush,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,2.1,9.6,0.1,0.6,4.7,0.0,,,,,,,,,,0.0,,,0.5
Alex Collins,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,2.0,7.0,0.1,0.2,1.6,0.0,,,,,,,,,,0.0,,,0.4
Jerome Felton,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.6,2.1,0.0,0.4,3.0,0.0,,,,,,,,,,0.0,,,0.4
Tyler Ervin,HOU,RB,@Den,L 9-27,0/0,0.0,0.0,0.0,0.8,2.9,0.0,1.0,6.5,0.0,,,,,,,,,,0.0,,,0.4
Kenneth Farrow,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,1.5,5.9,0.1,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.3
Benjamin Cunningham,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,1.5,5.6,0.0,1.0,7.5,0.0,,,,,,,,,,0.0,,,0.3
Derek Watt,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.2,0.7,0.0,0.6,4.5,0.0,,,,,,,,,,0.0,,,0.3
C.J. Prosise,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,1.2,5.0,0.0,0.7,5.8,0.0,,,,,,,,,,0.0,,,0.3
Andy Janovich,DEN,RB,Hou,W 27-9,0/0,0.0,0.0,0.0,0.6,1.9,0.0,0.4,2.7,0.0,,,,,,,,,,0.0,,,0.3
Javorius Allen,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,1.2,4.0,0.0,0.6,5.1,0.0,,,,,,,,,,0.0,,,0.3
Kenjon Barner,PHI,RB,Min,W 21-10,0/0,0.0,0.0,0.0,1.6,6.3,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Stepfan Taylor,ARI,RB,Sea,T 6-6,0/0,0.0,0.0,0.0,1.7,5.3,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.2
Malcolm Johnson,CLE,RB,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.7,5.6,0.0,,,,,,,,,,0.0,,,0.2
Zach Line,MIN,RB,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.5,1.8,0.0,0.2,1.8,0.0,,,,,,,,,,0.0,,,0.2
Anthony Sherman,KAN,RB,NO,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,,,,,,,,,,0.0,,,0.1
D.J. Foster,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.7,2.8,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Rex Burkhead,CIN,RB,Cle,W 31-17,0/0,0.0,0.0,0.0,0.3,1.2,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Jay Prosch,HOU,RB,@Den,L 9-27,0/0,0.0,0.0,0.0,0.5,1.6,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.1
Jordan Todman,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Atkinson III,CLE,RB,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Taiwan Jones,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Malcolm Brown,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Antonio Andrews,TEN,RB,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kenyan Drake,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Rod Smith,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Steven Jackson,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
DeAngelo Williams,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Fred Jackson,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Adrian Peterson,MIN,RB,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marshawn Lynch,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ahmad Bradshaw,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Pierre Thomas,WAS,RB,@Det,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darren McFadden,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jonathan Stewart,CAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Chris Johnson,ARI,RB,Sea,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ray Rice,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Mike Tolbert,CAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Marcel Reece,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Danny Woodhead,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Donald Brown,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jorvorskie Lane,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Knowshon Moreno,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Cedric Peerman,CIN,RB,Cle,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcus Thigpen,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darrel Young,CHI,RB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ben Tate,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Toby Gerhart,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Boobie Dixon,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James Starks,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joique Bell,CHI,RB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James Develin,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Clutts,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Shane Vereen,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Stevan Ridley,ATL,RB,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Williams,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Daniel Thomas,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kendall Hunter,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Roy Helu Jr.,OAK,RB,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dion Lewis,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chase Reynolds,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Will Johnson,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trent Richardson,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Doug Martin,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Isaiah Pead,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chris Polk,HOU,RB,@Den,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
LaMike James,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bernard Pierce,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ronnie Hillman,MIN,RB,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cyrus Gray,ATL,RB,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Vick Ballard,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Alfred Morris,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Daniel Herron,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bryce Brown,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daryl Richardson,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cory Harkey,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Banyard,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Derrick Coleman,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonas Gray,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lance Dunbar,DAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Brandon Bolden,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonathan Grimes,HOU,RB,@Den,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Fozzy Whittaker,CAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Montee Ball,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Eddie Lacy,GNB,RB,Chi,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Denard Robinson,JAC,RB,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike James,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tommy Bohanon,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Theo Riddick,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zac Stacy,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joseph Randle,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kerwynn Williams,ARI,RB,Sea,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kendall Gaskins,SFO,RB,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Steven Miller,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Winn,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Khiry Robinson,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Charles Sims,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dri Archer,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Carlos Hyde,SFO,RB,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tre Mason,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bishop Sankey,TEN,RB,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Gaffney,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Storm Johnson,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lache Seastrunk,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Andre Williams,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lorenzo Taliaferro,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marion Grice,ARI,RB,Sea,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Juwan Thompson,DEN,RB,Hou,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kapri Bibbs,DEN,RB,Hou,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Branden Oliver,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darrin Reaves,KAN,RB,NO,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Silas Redd,WAS,RB,@Det,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Hewitt,CIN,RB,Cle,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trey Watts,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Austin Johnson,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Orleans Darkwa,NYG,RB,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Senorise Perry,CHI,RB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Glenn Winston,CLE,RB,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Roosevelt Nix,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcus Murphy,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Michael Burton,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jeremy Langford,CHI,RB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jalston Fowler,TEN,RB,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joey Iosefa,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
David Cobb,TEN,RB,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ameer Abdullah,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Karlos Williams,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kenny Hilliard,HOU,RB,@Den,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Josh Robinson,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Varga,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cameron Artis-Payne,CAR,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
